project,name,url,stars,whatchers,contributors,forks,size,releases,NOF,branches,duration,avgTime,commits,files_contributor,APIs_contributor ,quantFields_last,quantFieldsDeprecated_last,perc_quantFieldsDeprecated_last,quantFieldsDeprecatedAnnotation_last,quantFieldsDeprecatedJavaDoc_last,quantFieldsDeprecatedWithRelMessage_last,perc_quantFieldsDeprecatedWithRelMessage_last,quantUserFields_last,quantReplaceFields_last,quantReferFields_last,quantEquivalentFields_last,quantLinkFields_last,quantSeeFields_last,quantTypes_last,quantTypesDeprecated_last,perc_quantTypesDeprecated_last ,quantTypesDeprecatedAnnotation_last,quantTypesDeprecatedJavaDoc_last,quantTypesDeprecatedWithRelMessage_last,perc_quantTypesDeprecatedWithRelMessage_last,quantUserTypes_last,quantReplaceTypes_last,quantReferTypes_last,quantEquivalentTypes_last,quantLinkTypes_last,quantSeeTypes_last,quantMethods_last,quantMethodsDeprecated_last,perc_quantMethodsDeprecated_last,quantMethodsDeprecatedAnnotation_last,quantMethodsDeprecatedJavaDoc_last,quantMethodsDeprecatedWithRelMessage_last,perc_quantMethodsDeprecatedWithRelMessage_last,quantUserMethods_last,quantReplaceMethods_last,quantReferMethods_last,quantEquivalentMethods_last,quantLinkMethods_last,quantSeeMethods_last,quantElements_last,quantElementsDeprecated_last,perc_quantElementsDeprecated_last,quantElementsDeprecatedAnnotation_last,quantElementsDeprecatedJavaDoc_last,quantElementsDeprecatedWithRelMessage_last,perc_quantElementsDeprecatedWithRelMessage_last,quantUserElements_last,quantReplaceElements_last,quantReferElements_last,quantEquivalenElements_last,quantLinkElements_last,quantSeeElements_last,curve,category,category2
fab,fab,git://github.com/shell-software/fab.git,576,42,3,121,10607,7,94,2,135,19.2857142857,81,31.3333333333,87.3333333333,13,0,0,0,0,0,0,0,0,0,0,0,0,23,1,4.347826087,1,0,0,0,0,0,0,0,0,0,226,11,4.8672566372,11,7,7,63.6363636364,7,0,0,0,7,0,262,12,4.5801526718,12,7,7,58.3333333333,7,0,0,0,7,0,increase,Non-web libraries and frameworks,Library
testng,testng,git://github.com/cbeust/testng.git,498,97,70,362,30534,51,1491,2,3308,64.862745098,3079,21.3,114.1142857143,565,0,0,0,0,0,0,0,0,0,0,0,0,1256,2,0.1592356688,2,2,2,100,2,0,0,0,0,0,6167,29,0.4702448516,27,21,16,55.1724137931,16,0,0,0,1,1,7988,31,0.3880821232,29,23,18,58.064516129,18,0,0,0,1,1,stable,Non-web libraries and frameworks,Library
effectivejava,effectivejava,git://github.com/ftomassetti/effectivejava.git,338,23,3,22,14595,3,591,7,360,120,328,197,1751.3333333333,110,0,0,0,0,0,0,0,0,0,0,0,0,534,8,1.4981273408,8,7,7,87.5,5,0,0,2,7,6,4610,32,0.694143167,32,16,16,50,8,0,0,6,16,16,5254,40,0.761324705,40,23,23,57.5,13,0,0,8,23,22,increase,Software tools,Non-library
rest.li,rest.li,git://github.com/linkedin/rest.li.git,912,133,33,180,59965,250,2225,3,1067,4268,1173,67.4242424242,535.8484848485,1017,0,0,0,0,0,0,0,0,0,0,0,0,2133,6,0.2812939522,6,4,3,50,3,0,0,0,3,0,14533,41,0.2821165623,40,24,24,58.5365853659,23,0,0,0,20,2,17683,47,0.2657920036,46,28,27,57.4468085106,26,0,0,0,23,2,oscillatory,Non-web libraries and frameworks,Library
BoofCV,BoofCV,git://github.com/lessthanoptimal/BoofCV.git,173,45,2,69,51712,18,2773,3,1576,87.5555555556,1325,1386.5,12791.5,6610,0,0,0,0,0,0,0,0,0,0,0,0,3039,0,0,0,0,0,0,0,0,0,0,0,0,15934,7,0.0439312163,3,4,4,57.1428571429,4,0,0,0,2,0,25583,7,0.02736192,3,4,4,57.1428571429,4,0,0,0,2,0,oscillatory,Non-web libraries and frameworks,Library
elasticsearch,elasticsearch,git://github.com/elastic/elasticsearch.git,12405,1263,500,3996,403678,129,6035,40,2021,15.6666666667,15022,12.07,105492,5410,10,0.1848428835,6,6,6,60,6,0,0,0,4,0,5990,33,0.550918197,33,18,13,39.3939393939,12,0,0,0,11,0,41346,66,0.1596285009,66,48,43,65.1515151515,42,1,1,0,37,0,52746,109,0.2066507413,105,72,62,56.880733945,60,1,1,0,52,0,oscillatory,Software tools,Non-library
sonarqube,sonarqube,git://github.com/SonarSource/sonarqube.git,708,97,35,374,748653,197,8938,53,1810,9.1878172589,16672,255.3714285714,1259.8571428572,4858,149,3.0671058049,149,149,65,43.6241610738,48,4,0,0,28,10,4744,124,2.6138279933,123,122,87,70.1612903226,34,50,0,0,46,3,34493,275,0.7972632128,271,262,156,56.7272727273,139,14,4,0,107,1,44095,548,1.2427712893,543,533,308,56.204379562,221,68,4,0,181,14,oscillatory,Application,Non-library
lenskit,lenskit,git://github.com/lenskit/lenskit.git,322,63,18,147,28419,44,975,7,1950,44.3181818182,4697,54.1666666667,348.8888888889,298,0,0,0,0,0,0,0,0,0,0,0,0,886,4,0.4514672686,4,4,4,100,4,0,0,0,4,0,5096,48,0.9419152276,48,30,25,52.0833333333,21,0,0,0,18,6,6280,52,0.8280254777,52,34,29,55.7692307692,25,0,0,0,22,6,oscillatory,Application,Non-library
ccnx,ccnx,git://github.com/ProjectCCNx/ccnx.git,154,44,9,56,22371,32,1325,2,2453,76.65625,11113,147.2222222222,957.2222222222,2437,0,0,0,0,0,0,0,0,0,0,0,0,658,4,0.6079027356,4,0,0,0,0,0,0,0,0,0,5520,50,0.9057971014,48,31,30,60,27,1,0,0,24,3,8615,54,0.626813697,52,31,30,55.5555555556,27,1,0,0,24,3,stable,Non-web libraries and frameworks,Library
modeshape,modeshape,git://github.com/ModeShape/modeshape.git,141,19,46,147,160540,72,3214,11,2756,38.2777777778,4635,69.8695652174,765.1086956522,5712,7,0.1225490196,7,2,2,28.5714285714,2,0,0,0,2,0,2792,3,0.1074498567,3,3,3,100,3,0,0,0,2,0,26691,23,0.0861713686,23,13,13,56.5217391304,9,0,1,1,11,1,35195,33,0.0937633187,33,18,18,54.5454545455,14,0,1,1,15,1,decrease,System Software,Non-library
zeno,zeno,git://github.com/Netflix/zeno.git,143,204,9,35,6306,30,248,5,652,21.7333333333,239,27.5555555556,256.4444444444,120,0,0,0,0,0,0,0,0,0,0,0,0,274,0,0,0,0,0,0,0,0,0,0,0,0,1914,22,1.1494252874,21,12,12,54.5454545455,12,0,1,0,2,0,2308,22,0.9532062392,21,12,12,54.5454545455,12,0,1,0,2,0,decrease,Non-web libraries and frameworks,Library
geppetto,geppetto,git://github.com/cloudsmith/geppetto.git,195,24,9,15,18474,19,2308,15,1091,57.4210526316,1464,256.4444444444,2018.4444444445,4866,0,0,0,0,0,0,0,0,0,0,0,0,1349,1,0.0741289844,1,1,1,100,1,0,0,0,1,0,11951,10,0.0836750063,10,5,5,50,5,0,0,0,1,0,18166,11,0.0605526808,11,6,6,54.5454545455,6,0,0,0,2,0,decrease,Software tools,Non-library
OpenAtlas,OpenAtlas,git://github.com/bunnyblue/OpenAtlas.git,343,46,3,114,34722,6,180,6,158,26.3333333333,528,60,551.3333333333,433,3,0.6928406467,3,3,3,100,2,1,0,0,1,0,156,2,1.2820512821,2,2,1,50,1,0,0,0,0,0,1065,6,0.5633802817,6,3,2,33.3333333333,2,0,0,0,0,0,1654,11,0.6650544135,11,8,6,54.5454545455,5,1,0,0,1,0,stable,System Software,Non-library
ofbiz,ofbiz,git://github.com/apache/ofbiz.git,204,68,13,220,827687,24,9491,39,3338,139.0833333333,22254,730.0769230769,1751.5384615385,4041,1,0.0247463499,1,0,0,0,0,0,0,0,0,0,1940,5,0.2577319588,2,5,5,100,5,0,0,0,0,0,16789,177,1.054261719,174,96,94,53.1073446328,88,7,12,0,47,0,22770,183,0.8036890646,177,101,99,54.0983606557,93,7,12,0,47,0,oscillatory,Web libraries and frameworks,Library
camel,camel,git://github.com/apache/camel.git,606,117,200,781,294730,88,17057,22,3077,34.9659090909,20921,85285,514215,5967,33,0.5530417295,33,12,12,36.3636363636,12,0,1,0,10,0,14039,41,0.2920435928,41,35,33,80.487804878,26,0,0,0,20,4,82837,440,0.5311636105,440,253,233,52.9545454545,218,7,19,0,159,3,102843,514,0.4997909435,514,300,278,54.0856031128,256,7,20,0,189,7,oscillatory,Non-web libraries and frameworks,Library
kite,kite,git://github.com/kite-sdk/kite.git,149,39,31,124,79045,15,1332,9,926,61.7333333333,2388,42.9677419355,278.6774193548,627,1,0.1594896332,1,1,1,100,1,0,0,0,1,0,988,0,0,0,0,0,0,0,0,0,0,0,0,7024,12,0.1708428246,12,7,6,50,6,0,0,0,5,0,8639,13,0.1504803797,13,8,7,53.8461538462,7,0,0,0,6,0,oscillatory,Non-web libraries and frameworks,Library
log4j,log4j,git://github.com/apache/log4j.git,165,36,4,126,19172,73,620,8,5313,72.7808219178,3275,155,1052.25,825,24,2.9090909091,0,24,18,75,18,0,0,0,11,0,420,5,1.1904761905,0,5,4,80,3,1,1,0,1,0,2964,62,2.0917678812,0,62,26,41.935483871,23,3,1,0,16,0,4209,91,2.1620337372,0,91,48,52.7472527473,44,4,2,0,28,0,decrease,Non-web libraries and frameworks,Library
itextpdf,itextpdf,git://github.com/itext/itextpdf.git,135,45,13,73,164003,86,1212,3,5272,61.3023255814,4507,93.2307692308,1148.7692307692,4578,13,0.2839667977,10,13,10,76.9230769231,10,0,0,0,10,0,925,28,3.027027027,26,18,3,10.7142857143,3,0,0,0,0,0,9431,49,0.5195631428,29,35,34,69.387755102,31,5,0,0,12,0,14934,90,0.6026516673,65,66,47,52.2222222222,44,5,0,0,22,0,stable,Non-web libraries and frameworks,Library
struts,struts,git://github.com/apache/struts.git,238,54,14,248,108575,71,4092,2,3457,48.6901408451,4067,292.2857142857,1440,2553,2,0.0783392088,0,2,1,50,0,1,0,0,0,0,2224,11,0.4946043165,11,11,2,18.1818181818,2,0,0,0,0,0,15383,14,0.091009556,1,14,11,78.5714285714,6,3,2,0,3,2,20160,27,0.1339285714,12,27,14,51.8518518519,8,4,2,0,3,2,oscillatory,Web libraries and frameworks,Library
activemq,activemq,git://github.com/apache/activemq.git,314,91,36,300,70456,36,5050,12,3539,98.3055555556,8833,140.2777777778,1351.9722222222,6014,0,0,0,0,0,0,0,0,0,0,0,0,4596,6,0.1305483029,6,5,3,50,2,0,0,0,3,0,38061,25,0.0656840335,24,14,13,52,12,2,0,0,9,0,48671,31,0.0636929588,30,19,16,51.6129032258,14,2,0,0,12,0,oscillatory,Application,Non-library
griffon,griffon,git://github.com/griffon/griffon.git,119,14,12,38,520229,32,2804,8,2529,79.03125,2526,233.6666666667,715.1666666667,459,0,0,0,0,0,0,0,0,0,0,0,0,1080,3,0.2777777778,3,3,2,66.6666666667,2,0,0,0,0,0,7043,30,0.4259548488,30,15,15,50,5,0,10,0,0,0,8582,33,0.3845257516,33,18,17,51.5151515152,7,0,10,0,0,0,oscillatory,Non-web libraries and frameworks,Library
bonecp,bonecp,git://github.com/wwadge/bonecp.git,385,81,16,125,4443,25,129,6,2041,81.64,579,8.0625,145.25,123,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,2099,37,1.7627441639,37,19,19,51.3513513514,19,0,0,0,19,0,2324,37,1.5920826162,37,19,19,51.3513513514,19,0,0,0,19,0,oscillatory,Non-web libraries and frameworks,Library
jena,jena,git://github.com/apache/jena.git,149,44,11,122,455358,37,12116,10,1200,32.4324324324,3959,1101.4545454546,5772.3636363636,9200,32,0.347826087,32,22,19,59375,15,0,3,0,3,2,5662,17,0.3002472625,17,9,9,52.9411764706,5,0,4,0,8,0,48634,159,0.3269317761,159,79,77,48.427672956,71,2,1,0,52,3,63496,208,0.3275796901,208,110,105,50.4807692308,91,2,8,0,63,5,increase,Non-web libraries and frameworks,Library
jbehave-core,jbehave-core,git://github.com/jbehave/jbehave-core.git,138,27,42,162,40142,101,1178,4,1988,19.6831683168,2016,28.0476190476,146.7619047619,260,6,2.3076923077,0,6,4,66.6666666667,4,0,0,0,0,0,1036,4,0.3861003861,0,4,2,50,1,1,0,0,1,0,4868,26,0.5341002465,2,25,12,46.1538461538,12,0,0,0,11,0,6164,36,0.58403634,2,35,18,50,17,1,0,0,12,0,oscillatory,Non-web libraries and frameworks,Library
Pydev,Pydev,git://github.com/aptana/Pydev.git,232,38,23,187,102996,54,4311,12,4039,74.7962962963,6484,187.4347826087,1627.3043478261,5628,0,0,0,0,0,0,0,0,0,0,0,0,3103,7,0.2255881405,0,7,1,14.2857142857,1,1,0,0,0,1,28697,11,0.0383315329,1,11,8,72.7272727273,3,0,0,0,1,4,37428,18,0.0480923373,1,18,9,50,4,1,0,0,1,5,oscillatory,Application,Non-library
mixpanel-android,mixpanel-android,git://github.com/mixpanel/mixpanel-android.git,169,41,14,117,31298,46,299,13,1836,39.9130434783,1329,21.3571428571,146.2142857143,184,0,0,0,0,0,0,0,0,0,0,0,0,229,1,0.4366812227,1,1,1,100,1,0,0,0,1,0,1634,13,0.7955936353,13,7,6,46.1538461538,6,0,0,0,0,0,2047,14,0.6839276991,14,8,7,50,7,0,0,0,1,0,decrease,Non-web libraries and frameworks,Library
Lealone,Lealone,git://github.com/codefollower/Lealone.git,383,115,1,134,20802,9,705,2,1139,126.5555555556,749,705,12674,1922,0,0,0,0,0,0,0,0,0,0,0,0,790,0,0,0,0,0,0,0,0,0,0,0,0,9962,12,0.1204577394,2,11,6,50,6,0,0,0,3,0,12674,12,0.0946820262,2,11,6,50,6,0,0,0,3,0,oscillatory,Application,Non-library
config,config,git://github.com/typesafehub/config.git,1455,113,26,217,6786,24,222,9,1378,57.4166666667,771,8.5384615385,63.7692307692,91,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,1402,8,0.5706134094,8,4,4,50,0,4,0,0,4,0,1658,8,0.482509047,8,4,4,50,0,4,0,0,4,0,increase,Non-web libraries and frameworks,Library
twilio-java,twilio-java,git://github.com/twilio/twilio-java.git,168,76,32,138,11489,69,297,36,2157,31.2608695652,626,9.28125,74.71875,166,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,1972,6,0.3042596349,6,3,3,50,3,0,0,0,0,0,2391,6,0.2509410289,6,3,3,50,3,0,0,0,0,0,increase,Non-web libraries and frameworks,Library
thucydides,thucydides,git://github.com/thucydides-webtests/thucydides.git,255,70,27,113,116248,138,2188,173,1478,10.7101449275,2138,81.037037037,382.9259259259,976,0,0,0,0,0,0,0,0,0,0,0,0,1221,0,0,0,0,0,0,0,0,0,0,0,0,8142,6,0.0736919676,5,3,3,50,2,1,0,0,1,0,10339,6,0.0580326917,5,3,3,50,2,1,0,0,1,0,increase,Software tools,Non-library
orbit,orbit,git://github.com/electronicarts/orbit.git,751,67,11,64,5714,15,461,4,147,9.8,793,41.9090909091,223.4545454545,210,0,0,0,0,0,0,0,0,0,0,0,0,475,0,0,0,0,0,0,0,0,0,0,0,0,1773,4,0.225606317,4,2,2,50,2,0,0,0,0,0,2458,4,0.16273393,4,2,2,50,2,0,0,0,0,0,increase,Non-web libraries and frameworks,Library
HugeCollections,HugeCollections,git://github.com/OpenHFT/HugeCollections.git,268,62,11,51,11446,11,144,5,540,49.0909090909,766,13.0909090909,250,346,0,0,0,0,0,0,0,0,0,0,0,0,298,0,0,0,0,0,0,0,0,0,0,0,0,2106,4,0.1899335233,4,2,2,50,2,0,0,0,0,0,2750,4,0.1454545455,4,2,2,50,2,0,0,0,0,0,stable,Non-web libraries and frameworks,Library
errai,errai,git://github.com/errai/errai.git,160,34,39,139,243529,75,4240,25,2387,31.8266666667,7091,108.7179487179,618.7692307692,1309,0,0,0,0,0,0,0,0,0,0,0,0,3387,2,0.0590493062,2,1,1,50,1,0,0,0,1,0,19436,2,0.0102901832,1,1,1,50,0,0,1,0,0,0,24132,4,0.0165755014,3,2,2,50,1,0,1,0,1,0,oscillatory,Web libraries and frameworks,Library
idea-php-laravel-plugin,idea-php-laravel-plugin,git://github.com/Haehnchen/idea-php-laravel-plugin.git,134,16,2,11,509,10,63,2,322,32.2,77,31.5,231.5,22,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,369,2,0.5420054201,1,1,1,50,0,0,1,0,0,0,463,2,0.4319654428,1,1,1,50,0,0,1,0,0,0,decrease,Web libraries and frameworks,Library
signpost,signpost,git://github.com/mttkay/signpost.git,372,27,5,106,1809,5,93,7,2233,446.6,135,18.6,95.2,48,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,364,2,0.5494505495,2,1,1,50,1,0,0,0,1,0,476,2,0.4201680672,2,1,1,50,1,0,0,0,1,0,increase,Non-web libraries and frameworks,Library
datacube,datacube,git://github.com/urbanairship/datacube.git,232,121,8,43,5118,12,102,21,1016,84.6666666667,167,12.75,89125,108,0,0,0,0,0,0,0,0,0,0,0,0,125,1,0.8,1,0,0,0,0,0,0,0,0,0,480,1,0.2083333333,1,1,1,100,1,0,0,0,1,0,713,2,0.2805049088,2,1,1,50,1,0,0,0,1,0,stable,System Software,Non-library
hbc,hbc,git://github.com/twitter/hbc.git,514,240,16,175,4083,12,107,3,699,58.25,233,6.6875,52.5,90,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,661,2,0.3025718608,2,1,1,50,1,0,0,0,0,1,840,2,0.2380952381,2,1,1,50,1,0,0,0,0,1,increase,Non-web libraries and frameworks,Library
stream-lib,stream-lib,git://github.com/addthis/stream-lib.git,1172,177,23,294,3488,16,86,16,1575,98.4375,300,3.7391304348,39.3043478261,86,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,719,2,0.2781641168,2,1,1,50,1,0,0,0,1,0,904,2,0.2212389381,2,1,1,50,1,0,0,0,1,0,increase,Non-web libraries and frameworks,Library
android-maps-utils,android-maps-utils,git://github.com/googlemaps/android-maps-utils.git,1031,137,23,469,5111,9,170,3,804,89.3333333333,554,7.3913043478,49.2608695652,55,0,0,0,0,0,0,0,0,0,0,0,0,130,2,1.5384615385,2,1,1,50,1,0,0,0,1,0,948,0,0,0,0,0,0,0,0,0,0,0,0,1133,2,0.1765225066,2,1,1,50,1,0,0,0,1,0,increase,Non-web libraries and frameworks,Library
wigle-wifi-wardriving,wigle-wifi-wardriving,git://github.com/wiglenet/wigle-wifi-wardriving.git,108,29,14,60,34961,66,202,2,1980,30,740,14.4285714286,81.2857142857,186,0,0,0,0,0,0,0,0,0,0,0,0,110,2,1.8181818182,2,1,1,50,1,0,0,0,1,0,842,0,0,0,0,0,0,0,0,0,0,0,0,1138,2,0.1757469244,2,1,1,50,1,0,0,0,1,0,stable,Application,Non-library
platform_packages_apps_contacts,platform_packages_apps_contacts,git://github.com/android/platform_packages_apps_contacts.git,210,30,31,181,50603,158,679,56,2414,15.2784810127,10300,21.9032258065,90.2903225806,325,0,0,0,0,0,0,0,0,0,0,0,0,267,1,0.3745318352,1,1,1,100,1,0,0,0,1,0,2207,1,0.0453103761,1,0,0,0,0,0,0,0,0,0,2799,2,0.0714540907,2,1,1,50,1,0,0,0,1,0,increase,Non-web libraries and frameworks,Library
brut.apktool,brut.apktool,git://github.com/brutall/brut.apktool.git,278,46,8,682,47220,14,409,3,1121,80.0714285714,495,51125,461.25,477,0,0,0,0,0,0,0,0,0,0,0,0,398,0,0,0,0,0,0,0,0,0,0,0,0,2815,2,0.0710479574,2,1,1,50,1,0,0,0,0,0,3690,2,0.054200542,2,1,1,50,1,0,0,0,0,0,oscillatory,Application,Non-library
nodeclipse-1,nodeclipse-1,git://github.com/Nodeclipse/nodeclipse-1.git,107,15,6,59,14149,7,3065,2,1223,174.7142857143,832,510.8333333333,2964.1666666667,1727,0,0,0,0,0,0,0,0,0,0,0,0,2907,1,0.0343997248,1,0,0,0,0,0,0,0,0,0,13151,1,0.0076039845,0,1,1,100,0,0,0,0,1,0,17785,2,0.0112454315,1,1,1,50,0,0,0,0,1,0,stable,Application,Non-library
GeoIP2-java,GeoIP2-java,git://github.com/maxmind/GeoIP2-java.git,114,30,11,45,3806,20,53,4,832,41.6,356,4.8181818182,24.1818181818,13,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,209,2,0.956937799,2,2,1,50,1,0,0,0,0,1,266,2,0.7518796992,2,2,1,50,1,0,0,0,0,1,increase,Non-web libraries and frameworks,Library
analytics-android,analytics-android,git://github.com/segmentio/analytics-android.git,115,19,25,59,44134,72,218,6,867,12.0416666667,1060,8.72,73.12,288,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,1402,2,0.1426533524,2,2,1,50,1,0,0,0,1,0,1828,2,0.1094091904,2,2,1,50,1,0,0,0,1,0,oscillatory,Non-web libraries and frameworks,Library
nginx-clojure,nginx-clojure,git://github.com/nginx-clojure/nginx-clojure.git,530,42,4,34,2327,14,360,2,624,44.5714285714,288,90,1256,1443,1,0.0693000693,0,1,1,100,1,0,0,0,0,0,394,0,0,0,0,0,0,0,0,0,0,0,0,3187,1,0.031377471,0,1,0,0,0,0,0,0,0,0,5024,2,0.0398089172,0,2,1,50,1,0,0,0,0,0,oscillatory,Non-web libraries and frameworks,Library
Kylin,Kylin,git://github.com/KylinOLAP/Kylin.git,511,95,23,227,124394,4,1373,6,448,112,1975,59.6956521739,331,939,0,0,0,0,0,0,0,0,0,0,0,0,735,0,0,0,0,0,0,0,0,0,0,0,0,5939,2,0.033675703,0,2,1,50,1,0,0,0,0,0,7613,2,0.0262708525,0,2,1,50,1,0,0,0,0,0,stable,Software tools,Non-library
incubator-kylin,incubator-kylin,git://github.com/apache/incubator-kylin.git,103,23,25,65,130481,8,1303,15,434,54.25,2153,52.12,320.6,1014,0,0,0,0,0,0,0,0,0,0,0,0,762,0,0,0,0,0,0,0,0,0,0,0,0,6239,2,0.0320564193,0,2,1,50,1,0,0,0,0,0,8015,2,0.0249532127,0,2,1,50,1,0,0,0,0,0,increase,Software tools,Non-library
BroadleafCommerce,BroadleafCommerce,git://github.com/BroadleafCommerce/BroadleafCommerce.git,549,153,43,550,413721,162,2971,63,2408,14.8641975309,9292,69.0930232558,604.4186046512,4956,38,0.7667473769,38,8,8,21.0526315789,6,0,0,0,6,0,2436,65,2.6683087028,63,52,45,69.2307692308,33,9,4,0,34,13,18598,346,1.8604150984,329,187,168,48.5549132948,133,8,3,0,131,28,25990,449,1.7275875337,430,247,221,49.2204899777,172,17,7,0,171,41,increase,Non-web libraries and frameworks,Library
avro,avro,git://github.com/apache/avro.git,354,35,6,249,17458,58,1597,7,2315,39.9137931034,1360,266.1666666667,1354.3333333333,658,16,2.4316109422,16,3,3,18.75,0,3,0,0,3,0,1043,4,0.3835091083,2,4,4,100,4,0,0,0,4,0,6425,41,0.6381322957,34,26,23,56.0975609756,18,0,0,2,22,0,8126,61,0.7506768398,52,33,30,49.1803278689,22,3,0,2,29,0,oscillatory,Software tools,Non-library
isis,isis,git://github.com/apache/isis.git,165,38,19,99,648614,62,8684,13,4034,65.064516129,6000,457.0526315789,2133.3157894737,2389,39,1.6324822101,39,37,35,89.7435897436,32,0,2,7,35,0,6285,221,3.5163086714,221,199,65,29.4117647059,27,4,0,0,62,6,31859,212,0.66543206,211,137,128,60.3773584906,105,1,4,9,116,10,40533,472,1.1644832606,471,373,228,48.3050847458,164,5,6,16,213,16,stable,Non-web libraries and frameworks,Library
zanata-server,zanata-server,git://github.com/zanata/zanata-server.git,111,26,14,30,241003,88,2472,51,1671,18.9886363636,11590,176.5714285714,1130.3571428572,1210,1,0.0826446281,1,0,0,0,0,0,0,0,0,0,1899,0,0,0,0,0,0,0,0,0,0,0,0,12716,20,0.1572821642,17,10,10,50,10,0,0,0,1,0,15825,21,0.1327014218,18,10,10,47.619047619,10,0,0,0,1,0,oscillatory,Application,Non-library
flume-release,flume-release,git://github.com/apache/flume.git,431,99,10,332,46025,16,873,18,1472,92,1567,87.3,827.2,1065,17,1.5962441315,4,13,13,76.4705882353,13,0,0,0,13,0,894,3,0.3355704698,3,0,0,0,0,0,0,0,0,0,6313,14,0.2217646127,14,3,3,21.4285714286,3,0,0,0,2,0,8272,34,0.4110251451,21,16,16,47.0588235294,16,0,0,0,15,0,oscillatory,Software tools,Non-library
hydra,hydra,git://github.com/addthis/hydra.git,290,50,11,53,30230,94,1795,35,602,6.4042553191,2066,163.1818181818,845,986,0,0,0,0,0,0,0,0,0,0,0,0,1144,6,0.5244755245,6,0,0,0,0,0,0,0,0,0,7165,11,0.1535240754,11,8,8,72.7272727273,8,0,0,0,8,0,9295,17,0.182894029,17,8,8,47.0588235294,8,0,0,0,8,0,stable,Software tools,Non-library
java-object-diff,java-object-diff,git://github.com/SQiShER/java-object-diff.git,214,26,11,60,4067,17,250,4,1175,69.1176470588,377,22.7272727273,121.0909090909,11,0,0,0,0,0,0,0,0,0,0,0,0,217,9,4.1474654378,9,2,2,22.2222222222,0,0,0,0,0,2,1104,6,0.5434782609,6,5,5,83.3333333333,2,0,0,0,0,3,1332,15,1.1261261261,15,7,7,46.6666666667,2,0,0,0,0,5,decrease,Non-web libraries and frameworks,Library
mct,mct,git://github.com/nasa/mct.git,571,138,13,169,11080,7,1747,6,839,119.8571428571,975,134.3846153846,1128.6923076923,1208,0,0,0,0,0,0,0,0,0,0,0,0,1569,0,0,0,0,0,0,0,0,0,0,0,0,11896,15,0.1260928043,15,12,7,46.6666666667,7,0,1,0,0,0,14673,15,0.1022285831,15,12,7,46.6666666667,7,0,1,0,0,0,increase,Application,Non-library
hibernate-search,hibernate-search,git://github.com/hibernate/hibernate-search.git,149,35,36,108,68003,83,1771,14,2928,35.2771084337,3938,49.1944444444,362.0833333333,819,0,0,0,0,0,0,0,0,0,0,0,0,1883,7,0.3717472119,7,6,3,42.8571428571,3,0,0,0,1,0,10333,21,0.2032323623,21,13,10,47.619047619,6,3,1,0,4,0,13035,28,0.2148062908,28,19,13,46.4285714286,9,3,1,0,5,0,oscillatory,Software tools,Non-library
denominator,denominator,git://github.com/Netflix/denominator.git,189,209,12,51,6679,46,343,11,1237,26.8913043478,687,28.5833333333,251.0833333333,508,0,0,0,0,0,0,0,0,0,0,0,0,471,0,0,0,0,0,0,0,0,0,0,0,0,2034,13,0.6391347099,11,6,6,46.1538461538,6,0,0,0,6,0,3013,13,0.4314636575,11,6,6,46.1538461538,6,0,0,0,6,0,oscillatory,Software tools,Non-library
jackson-databind,jackson-databind,git://github.com/FasterXML/jackson-databind.git,672,79,70,299,49378,56,730,13,1335,23.8392857143,2439,10.4285714286,207.0571428571,2391,6,0.2509410289,6,4,3,50,2,0,1,0,1,0,2318,8,0.3451251079,8,6,5,62.5,4,1,0,0,4,1,9785,170,1.7373530915,170,95,76,44.7058823529,72,3,5,0,54,0,14494,184,1.2694908238,184,105,84,45.652173913,78,4,6,0,59,1,decrease,Non-web libraries and frameworks,Library
DataflowJavaSDK,DataflowJavaSDK,git://github.com/GoogleCloudPlatform/DataflowJavaSDK.git,340,98,41,100,6066,11,819,2,249,22.6363636364,969,19.9756097561,285.2195121951,882,1,0.1133786848,1,0,0,0,0,0,0,0,0,0,1702,1,0.0587544066,1,0,0,0,0,0,0,0,0,0,9110,9,0.0987925357,9,6,5,55.5555555556,3,2,0,0,5,0,11694,11,0.0940653326,11,6,5,45.4545454545,3,2,0,0,5,0,oscillatory,Software tools,Non-library
