project,name,url,stars,whatchers,contributors,forks,size,releases,NOF,branches,duration,avgTime,commits,files_contributor,APIs_contributor ,quantFields_last,quantFieldsDeprecated_last,perc_quantFieldsDeprecated_last,quantFieldsDeprecatedAnnotation_last,quantFieldsDeprecatedJavaDoc_last,quantFieldsDeprecatedWithRelMessage_last,perc_quantFieldsDeprecatedWithRelMessage_last,quantUserFields_last,quantReplaceFields_last,quantReferFields_last,quantEquivalentFields_last,quantLinkFields_last,quantSeeFields_last,quantTypes_last,quantTypesDeprecated_last,perc_quantTypesDeprecated_last ,quantTypesDeprecatedAnnotation_last,quantTypesDeprecatedJavaDoc_last,quantTypesDeprecatedWithRelMessage_last,perc_quantTypesDeprecatedWithRelMessage_last,quantUserTypes_last,quantReplaceTypes_last,quantReferTypes_last,quantEquivalentTypes_last,quantLinkTypes_last,quantSeeTypes_last,quantMethods_last,quantMethodsDeprecated_last,perc_quantMethodsDeprecated_last,quantMethodsDeprecatedAnnotation_last,quantMethodsDeprecatedJavaDoc_last,quantMethodsDeprecatedWithRelMessage_last,perc_quantMethodsDeprecatedWithRelMessage_last,quantUserMethods_last,quantReplaceMethods_last,quantReferMethods_last,quantEquivalentMethods_last,quantLinkMethods_last,quantSeeMethods_last,quantElements_last,quantElementsDeprecated_last,perc_quantElementsDeprecated_last,quantElementsDeprecatedAnnotation_last,quantElementsDeprecatedJavaDoc_last,quantElementsDeprecatedWithRelMessage_last,perc_quantElementsDeprecatedWithRelMessage_last,quantUserElements_last,quantReplaceElements_last,quantReferElements_last,quantEquivalenElements_last,quantLinkElements_last,quantSeeElements_last,curve,category,category2
selenium,selenium,git://github.com/SeleniumHQ/selenium.git,1560,334,200,1021,1303567,74,5683,4,3940,53.2432432432,17863,28415,59055,791,6,0.7585335019,6,3,3,50,3,0,0,0,0,0,1563,9,0.575815739,9,9,5,55.5555555556,5,0,1,0,0,0,9457,7,0.074019245,7,7,7,100,7,0,1,0,1,0,11811,22,0.1862670392,22,19,15,68.1818181818,15,0,2,0,1,0,oscillatory,Non-web libraries and frameworks,Library
citrus,citrus,git://github.com/webx/citrus.git,386,104,0,224,25476,24,2439,5,1328,55.3333333333,427,2439,17873,1110,0,0,0,0,0,0,0,0,0,0,0,0,2448,0,0,0,0,0,0,0,0,0,0,0,0,14315,22,0.1536849459,21,20,15,68.1818181818,14,1,3,0,0,0,17873,22,0.1230906955,21,20,15,68.1818181818,14,1,3,0,0,0,increase,Web libraries and frameworks,Library
WorldEdit,WorldEdit,git://github.com/sk89q/WorldEdit.git,723,83,60,415,18129,103,739,20,1767,17.1553398058,2207,12.3166666667,102.85,655,5,0.7633587786,5,0,0,0,0,0,0,0,0,0,707,46,6.5063649222,46,45,33,71.7391304348,18,9,0,0,30,0,4809,115,2.3913495529,115,81,80,69.5652173913,73,1,0,0,77,0,6171,166,2.6900016205,166,126,113,68.0722891566,91,10,0,0,107,0,oscillatory,Application,Non-library
browsermob-proxy,browsermob-proxy,git://github.com/webmetrics/browsermob-proxy.git,183,31,18,205,3517,7,486,3,1388,198.2857142857,197,27,416.5,1333,0,0,0,0,0,0,0,0,0,0,0,0,566,4,0.7067137809,0,4,3,75,3,0,1,0,0,0,5598,46,0.8217220436,7,39,31,67.3913043478,27,4,0,0,6,0,7497,50,0.66693344,7,43,34,68,30,4,1,0,6,0,decrease,Software tools,Non-library
liferay-plugins,liferay-plugins,git://github.com/liferay/liferay-plugins.git,453,124,300,1740,1676180,27,8351,4,2977,110.2592592593,21346,27.8366666667,140.2533333333,4078,0,0,0,0,0,0,0,0,0,0,0,0,2054,53,2.5803310613,53,53,53,100,1,53,0,0,53,0,35944,301,0.8374137547,299,289,183,60.7973421927,0,183,0,0,183,0,42076,354,0.8413347276,352,342,236,66.6666666667,1,236,0,0,236,0,oscillatory,Application,Non-library
PayPal-Java-SDK,PayPal-Java-SDK,git://github.com/paypal/PayPal-Java-SDK.git,122,59,19,167,3362,27,344,4,897,33.2222222222,330,18.1052631579,162.2631578947,285,0,0,0,0,0,0,0,0,0,0,0,0,282,0,0,0,0,0,0,0,0,0,0,0,0,2516,24,0.9538950715,0,24,16,66.6666666667,11,0,0,0,10,0,3083,24,0.7784625365,0,24,16,66.6666666667,11,0,0,0,10,0,increase,Non-web libraries and frameworks,Library
vraptor,vraptor,git://github.com/caelum/vraptor.git,376,63,65,210,199173,14,802,7,2337,166.9285714286,3417,12.3384615385,73.7076923077,160,0,0,0,0,0,0,0,0,0,0,0,0,897,1,0.1114827202,0,1,0,0,0,0,0,0,0,0,3734,11,0.2945902517,8,9,8,72.7272727273,2,3,3,0,3,0,4791,12,0.2504696306,8,10,8,66.6666666667,2,3,3,0,3,0,oscillatory,Web libraries and frameworks,Library
sshj,sshj,git://github.com/hierynomus/sshj.git,522,64,20,153,5204,18,262,5,1998,111,538,13.1,115.55,166,0,0,0,0,0,0,0,0,0,0,0,0,299,0,0,0,0,0,0,0,0,0,0,0,0,1846,9,0.4875406284,9,6,6,66.6666666667,0,0,0,0,6,0,2311,9,0.3894418001,9,6,6,66.6666666667,0,0,0,0,6,0,increase,Non-web libraries and frameworks,Library
capsule,capsule,git://github.com/puniverse/capsule.git,593,33,8,29,4807,16,48,5,487,30.4375,974,6,103625,39,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,763,9,1.1795543906,0,9,6,66.6666666667,5,0,0,0,1,0,829,9,1.0856453559,0,9,6,66.6666666667,5,0,0,0,1,0,increase,Software tools,Non-library
picard,picard,git://github.com/broadinstitute/picard.git,102,93,35,74,82418,133,2443,25,2288,17.2030075188,1837,69.8,151.7142857143,1689,1,0.0592066311,1,0,0,0,0,0,0,0,0,0,580,0,0,0,0,0,0,0,0,0,0,0,0,3041,5,0.1644195988,1,4,4,80,4,0,0,0,0,0,5310,6,0.1129943503,2,4,4,66.6666666667,4,0,0,0,0,0,oscillatory,System Software,Non-library
gs-core,gs-core,git://github.com/graphstream/gs-core.git,118,15,12,33,11725,6,476,6,2331,388.5,714,39.6666666667,569.3333333333,1511,0,0,0,0,0,0,0,0,0,0,0,0,428,1,0.2336448598,1,1,1,100,0,0,0,0,1,0,4893,5,0.1021867975,5,3,3,60,3,0,0,0,3,0,6832,6,0.0878220141,6,4,4,66.6666666667,3,0,0,0,4,0,increase,Non-web libraries and frameworks,Library
slice,slice,git://github.com/airlift/slice.git,146,30,9,30,766,15,60,2,865,57.6666666667,117,6.6666666667,96.6666666667,17,0,0,0,0,0,0,0,0,0,0,0,0,64,1,1.5625,1,0,0,0,0,0,0,0,0,0,789,2,0.2534854246,2,2,2,100,2,0,0,0,2,0,870,3,0.3448275862,3,2,2,66.6666666667,2,0,0,0,2,0,increase,Non-web libraries and frameworks,Library
cube-sdk,cube-sdk,git://github.com/etao-open-source/cube-sdk.git,550,67,3,297,14695,3,201,6,543,181,267,67,576.6666666667,167,0,0,0,0,0,0,0,0,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,1389,3,0.2159827214,3,2,2,66.6666666667,2,0,0,0,2,0,1730,3,0.1734104046,3,2,2,66.6666666667,2,0,0,0,2,0,decrease,Non-web libraries and frameworks,Library
Minecraft-Server-Mod,Minecraft-Server-Mod,git://github.com/traitor/Minecraft-Server-Mod.git,156,7,24,81,6470,5,133,4,211,42.2,466,5.5416666667,79.75,305,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,1503,3,0.1996007984,3,2,2,66.6666666667,2,0,0,0,0,1,1914,3,0.1567398119,3,2,2,66.6666666667,2,0,0,0,0,1,stable,System Software,Non-library
btrace,btrace,git://github.com/jbachorik/btrace.git,104,23,4,32,14631,25,407,9,2255,90.2,649,101.75,877,234,0,0,0,0,0,0,0,0,0,0,0,0,396,1,0.2525252525,1,0,0,0,0,0,0,0,0,0,2878,2,0.0694927033,1,2,2,100,2,0,0,0,2,0,3508,3,0.0855188141,2,2,2,66.6666666667,2,0,0,0,2,0,oscillatory,System Software,Non-library
AntennaPod,AntennaPod,git://github.com/AntennaPod/AntennaPod.git,863,100,46,306,29746,57,831,12,1336,23.4385964912,2330,18.0652173913,107.7391304348,693,0,0,0,0,0,0,0,0,0,0,0,0,416,0,0,0,0,0,0,0,0,0,0,0,0,3847,3,0.0779828438,3,2,2,66.6666666667,2,0,0,0,2,0,4956,3,0.0605326877,3,2,2,66.6666666667,2,0,0,0,2,0,increase,Application,Non-library
mycollab,mycollab,git://github.com/MyCollab/mycollab.git,176,33,1,105,184484,28,4076,3,567,20.25,489,4076,36864,1479,0,0,0,0,0,0,0,0,0,0,0,0,3130,0,0,0,0,0,0,0,0,0,0,0,0,32255,3,0.0093008836,3,2,2,66.6666666667,2,0,0,0,2,2,36864,3,0.0081380208,3,2,2,66.6666666667,2,0,0,0,2,2,oscillatory,Non-web libraries and frameworks,Library
elasticsearch-analysis-icu,elasticsearch-analysis-icu,git://github.com/elastic/elasticsearch-analysis-icu.git,102,22,14,23,911,21,26,11,1320,62.8571428571,141,1.8571428571,6.7857142857,7,0,0,0,0,0,0,0,0,0,0,0,0,19,3,15.7894736842,3,3,2,66.6666666667,2,0,0,0,2,0,69,0,0,0,0,0,0,0,0,0,0,0,0,95,3,3.1578947368,3,3,2,66.6666666667,2,0,0,0,2,0,stable,Application,Non-library
ImageViewEx,ImageViewEx,git://github.com/frapontillo/ImageViewEx.git,219,22,2,67,5725,8,84,14,705,88125,81,42,101,14,0,0,0,0,0,0,0,0,0,0,0,0,21,1,4.7619047619,0,1,0,0,0,0,0,0,0,0,167,2,1.1976047904,0,2,2,100,2,0,0,0,0,0,202,3,1.4851485149,0,3,2,66.6666666667,2,0,0,0,0,0,stable,Non-web libraries and frameworks,Library
ormlite-android,ormlite-android,git://github.com/j256/ormlite-android.git,592,66,5,222,1472,53,35,3,1696,32,414,7,61.4,20,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,254,3,1.1811023622,3,3,2,66.6666666667,1,0,0,0,2,0,307,3,0.9771986971,3,3,2,66.6666666667,1,0,0,0,2,0,stable,Non-web libraries and frameworks,Library
jmxtrans,jmxtrans,git://github.com/jmxtrans/jmxtrans.git,727,74,60,243,35442,13,189,7,1710,131.5384615385,797,3.15,18.2333333333,113,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,834,3,0.3597122302,3,3,2,66.6666666667,2,0,0,0,0,1,1094,3,0.2742230347,3,3,2,66.6666666667,2,0,0,0,0,1,stable,Application,Non-library
transdroid,transdroid,git://github.com/erickok/transdroid.git,277,35,13,80,11586,18,492,4,1287,71.5,399,37.8461538462,190.6923076923,385,2,0.5194805195,0,2,1,50,1,0,0,0,1,0,261,0,0,0,0,0,0,0,0,0,0,0,0,1833,1,0.0545553737,0,1,1,100,1,0,0,0,1,0,2479,3,0.1210165389,0,3,2,66.6666666667,2,0,0,0,2,0,oscillatory,Application,Non-library
spring-social-facebook,spring-social-facebook,git://github.com/spring-projects/spring-social-facebook.git,148,68,17,150,13297,21,420,20,1829,87.0952380952,1209,24.7058823529,157.5294117647,631,0,0,0,0,0,0,0,0,0,0,0,0,277,0,0,0,0,0,0,0,0,0,0,0,0,1770,3,0.1694915254,2,3,2,66.6666666667,2,0,0,0,2,0,2678,3,0.1120238984,2,3,2,66.6666666667,2,0,0,0,2,0,oscillatory,Non-web libraries and frameworks,Library
structr,structr,git://github.com/structr/structr.git,298,38,15,70,194106,21,1958,37,1662,79.1428571429,6048,130.5333333333,694.0666666667,1450,0,0,0,0,0,0,0,0,0,0,0,0,1168,2,0.1712328767,0,2,1,50,1,0,0,0,0,0,7793,1,0.0128320287,1,1,1,100,1,0,0,0,1,0,10411,3,0.0288156757,1,3,2,66.6666666667,2,0,0,0,1,0,increase,Non-web libraries and frameworks,Library
tika,tika,git://github.com/apache/tika.git,223,36,12,134,98542,34,1486,20,3064,90.1176470588,2705,123.8333333333,614.6666666667,1026,59,5.7504873294,34,29,28,47.4576271186,27,0,0,0,5,4,917,3,0.3271537623,1,3,3,100,2,0,0,0,3,0,5433,30,0.5521811154,10,30,29,96.6666666667,28,3,1,1,23,6,7376,92,1.2472885033,45,62,60,65.2173913043,57,3,1,1,31,10,oscillatory,Non-web libraries and frameworks,Library
gridgain,gridgain,git://github.com/gridgain/gridgain.git,244,60,25,69,142185,23,4670,3,547,23.7826086957,6789,186.8,2119.48,1829,15,0.8201202843,15,11,11,73.3333333333,11,10,0,0,10,1,5254,6,0.1141987057,5,3,2,33.3333333333,0,2,0,0,0,0,45904,88,0.1917044266,88,67,58,65.9090909091,51,0,0,0,50,16,52987,109,0.2057108347,108,81,71,65.1376146789,62,12,0,0,60,17,oscillatory,Non-web libraries and frameworks,Library
incubator-brooklyn,incubator-brooklyn,git://github.com/apache/incubator-brooklyn.git,101,13,47,82,260899,3,3557,30,1532,510.6666666667,11886,75.6808510638,675.3829787234,4754,62,1.3041649138,55,48,29,46.7741935484,24,1,0,0,18,3,3230,48,1.4860681115,36,34,32,66.6666666667,32,1,2,3,25,4,23759,492,2.0707942253,436,370,331,67.2764227642,284,6,5,0,277,10,31743,602,1.8964811139,527,452,392,65.1162790698,340,8,7,3,320,17,stable,System Software,Non-library
spring-roo,spring-roo,git://github.com/spring-projects/spring-roo.git,412,106,24,201,36649,32,1290,5,2289,71.53125,5061,53.75,317.2916666667,615,1,0.162601626,1,1,1,100,1,0,0,0,1,0,876,1,0.1141552511,1,0,0,0,0,0,0,0,0,0,6124,55,0.8981058132,55,36,36,65.4545454545,34,0,0,0,34,1,7615,57,0.7485226527,57,37,37,64.9122807018,35,0,0,0,35,1,oscillatory,Non-web libraries and frameworks,Library
aws-sdk-java,aws-sdk-java,git://github.com/aws/aws-sdk-java.git,1055,190,73,693,176055,126,10936,9,1977,15.6904761905,461,149.8082191781,1377.3150684932,774,16,2.0671834625,16,12,12,75,2,9,0,0,11,1,10425,165,1.5827338129,165,93,93,56.3636363636,88,3,2,0,86,12,89345,115,0.1287145335,109,90,87,75.652173913,57,10,4,0,53,4,100544,296,0.2943984723,290,195,192,64.8648648649,147,22,6,0,150,17,increase,Non-web libraries and frameworks,Library
ceylon-compiler,ceylon-compiler,git://github.com/ceylon/ceylon-compiler.git,144,27,28,42,73347,13,8661,15,2037,156.6923076923,11503,309.3214285714,579.0357142857,2951,9,0.3049813623,4,8,4,44.4444444444,2,2,0,0,2,2,1609,62,3.8533250466,56,61,54,87.0967741935,14,49,4,0,48,8,11653,31,0.2660259161,21,21,8,25.8064516129,4,4,0,0,4,0,16213,102,0.6291247764,81,90,66,64.7058823529,20,55,4,0,54,10,stable,System Software,Non-library
eureka,eureka,git://github.com/Netflix/eureka.git,1150,289,36,262,15631,140,214,6,5332,38.0857142857,913,5.9444444444,60.7777777778,213,0,0,0,0,0,0,0,0,0,0,0,0,226,2,0.8849557522,2,2,2,100,2,0,0,0,1,0,1749,26,1.4865637507,25,16,16,61.5384615385,13,0,0,0,13,1,2188,28,1.2797074954,27,18,18,64.2857142857,15,0,0,0,14,1,increase,Software tools,Non-library
erlide,erlide,git://github.com/erlide/erlide.git,164,27,12,48,151225,88,3030,3,3146,35.75,7174,252.5,1170.6666666667,1678,0,0,0,0,0,0,0,0,0,0,0,0,1477,1,0.067704807,1,1,1,100,1,0,0,0,1,1,10893,13,0.1193426971,13,8,8,61.5384615385,6,1,0,0,4,2,14048,14,0.0996583144,14,9,9,64.2857142857,7,1,0,0,5,3,oscillatory,Software tools,Non-library
optiq,optiq,git://github.com/julianhyde/optiq.git,214,43,22,79,31113,22,1033,30,909,41.3181818182,839,46.9545454545,735.3181818182,1702,1,0.0587544066,0,1,0,0,0,0,0,0,0,0,1633,0,0,0,0,0,0,0,0,0,0,0,0,12842,13,0.101230338,1,12,9,69.2307692308,8,0,1,0,8,2,16177,14,0.0865426222,1,13,9,64.2857142857,8,0,1,0,8,2,oscillatory,System Software,Non-library
soapui,soapui,git://github.com/SmartBear/soapui.git,149,70,38,142,222688,18,2962,105,2611,145.0555555556,6742,77.9473684211,737.8947368421,2669,1,0.0374672162,1,0,0,0,0,0,0,0,0,0,3163,8,0.2529244388,1,7,1,12.5,1,0,0,0,0,0,22208,35,0.1576008646,8,34,27,77.1428571429,23,3,1,0,11,4,28040,44,0.1569186876,10,41,28,63.6363636364,24,3,1,0,11,4,oscillatory,Non-web libraries and frameworks,Library
xtreemfs,xtreemfs,git://github.com/xtreemfs/xtreemfs.git,101,30,18,23,132191,20,2381,31,2447,122.35,4072,132.2777777778,1296.5555555556,1664,0,0,0,0,0,0,0,0,0,0,0,0,1341,2,0.149142431,1,2,2,100,1,1,0,0,1,0,20333,9,0.0442630207,9,5,5,55.5555555556,0,0,0,0,5,0,23338,11,0.0471334305,10,7,7,63.6363636364,1,1,0,0,6,0,decrease,System Software,Non-library
hbase,hbase,git://github.com/apache/hbase.git,368,136,60,371,302173,375,3311,46,3062,8.1653333333,10864,55.1833333333,1472.7666666667,7267,15,0.2064125499,15,7,5,33.3333333333,5,0,0,0,5,0,6235,18,0.2886928629,18,17,17,94.4444444444,14,0,0,0,12,2,74864,349,0.4661786707,349,251,221,63.323782235,210,14,5,0,168,2,88366,382,0.4322929634,382,275,243,63.612565445,229,14,5,0,185,4,oscillatory,System Software,Non-library
voltdb,voltdb,git://github.com/VoltDB/voltdb.git,615,113,49,181,887165,355,8278,136,2011,5.6647887324,17931,168.9387755102,1142.5510204082,12973,20,0.1541663455,20,20,20,100,20,0,0,0,20,0,4268,7,0.1640112465,7,5,5,71.4285714286,5,0,0,1,5,0,38744,137,0.3536031386,130,126,78,56.9343065693,71,7,3,2,55,5,55985,164,0.2929356078,157,151,103,62.8048780488,96,7,3,3,80,5,oscillatory,Software tools,Non-library
Multiverse-Core,Multiverse-Core,git://github.com/Multiverse/Multiverse-Core.git,210,27,21,121,16088,5,173,20,1603,320.6,1013,8.2380952381,69.2380952381,43,0,0,0,0,0,0,0,0,0,0,0,0,156,8,5.1282051282,8,8,7,87.5,5,0,0,0,7,1,1255,35,2.7888446215,35,33,20,57.1428571429,11,2,0,0,17,0,1454,43,2.9573590096,43,41,27,62.7906976744,16,2,0,0,24,1,increase,Non-web libraries and frameworks,Library
wro4j,wro4j,git://github.com/alexo/wro4j.git,463,46,37,136,138599,46,1715,55,2218,48.2173913043,3617,46.3513513514,143.2162162162,167,1,0.5988023952,1,0,0,0,0,0,0,0,0,0,590,1,0.1694915254,1,1,1,100,1,0,0,0,1,0,4542,6,0.1321003963,6,4,4,66.6666666667,4,0,0,0,4,0,5299,8,0.1509718815,8,5,5,62.5,5,0,0,0,5,0,oscillatory,Web libraries and frameworks,Library
rest-driver,rest-driver,git://github.com/rest-driver/rest-driver.git,111,13,12,33,6246,54,176,3,1489,27.5740740741,757,14.6666666667,96.0833333333,49,0,0,0,0,0,0,0,0,0,0,0,0,163,2,1.226993865,2,2,2,100,0,1,0,0,2,0,941,6,0.6376195537,6,6,3,50,3,0,0,0,2,0,1153,8,0.6938421509,8,8,5,62.5,3,1,0,0,4,0,oscillatory,Non-web libraries and frameworks,Library
bytecode-viewer,bytecode-viewer,git://github.com/Konloch/bytecode-viewer.git,737,85,9,115,541801,35,439,2,308,8.8,174,48.7777777778,661,1371,16,1.167031364,16,16,16,100,16,0,0,0,7,6,454,7,1.5418502203,7,6,6,85.7142857143,4,1,0,0,6,1,4124,35,0.8486905917,35,17,14,40,13,0,0,0,13,0,5949,58,0.9749537737,58,39,36,62.0689655172,33,1,0,0,26,7,oscillatory,Software tools,Non-library
cas,cas,git://github.com/Jasig/cas.git,814,132,57,621,541429,92,1375,14,1855,20.1630434783,3468,24.1228070175,86.5614035088,257,0,0,0,0,0,0,0,0,0,0,0,0,759,28,3.6890645586,28,28,18,64.2857142857,16,0,0,0,13,1,3918,35,0.8933129148,35,35,21,60,19,0,1,0,6,3,4934,63,1.2768544791,63,63,39,61.9047619048,35,0,1,0,19,4,oscillatory,Web libraries and frameworks,Library
wonder,wonder,git://github.com/wocommunity/wonder.git,181,60,58,143,331666,63,13408,5,4947,78.5238095238,13077,231.1724137931,761.5517241379,6845,36,0.5259313367,36,3,3,8.3333333333,3,0,0,0,3,0,4335,51,1.1764705882,50,40,37,72.5490196078,36,1,0,0,34,1,32990,235,0.7123370718,230,168,159,67.6595744681,148,15,2,0,128,9,44170,322,0.7290015848,316,211,199,61.801242236,187,16,2,0,165,10,oscillatory,Non-web libraries and frameworks,Library
selenide,selenide,git://github.com/codeborne/selenide.git,174,47,12,60,17418,23,174,7,1385,60.2173913043,1146,14.5,106.9166666667,123,2,1.6260162602,2,2,2,100,2,0,0,0,0,0,139,1,0.7194244604,1,1,0,0,0,0,0,0,0,0,1021,23,2.2526934378,23,19,14,60.8695652174,13,0,0,0,0,1,1283,26,2.0265003897,26,22,16,61.5384615385,15,0,0,0,0,1,oscillatory,Non-web libraries and frameworks,Library
XChange,XChange,git://github.com/timmolter/XChange.git,474,80,70,310,35871,14,2830,20,1295,92.5,3246,40.4285714286,207.6428571429,751,0,0,0,0,0,0,0,0,0,0,0,0,2363,1,0.0423190859,1,1,1,100,1,0,0,0,1,0,11421,12,0.1050696086,12,9,7,58.3333333333,7,0,0,0,7,0,14535,13,0.0894392845,13,10,8,61.5384615385,8,0,0,0,8,0,oscillatory,Non-web libraries and frameworks,Library
pig,pig,git://github.com/apache/pig.git,367,65,6,310,90323,55,2262,26,2357,42.8545454545,2781,377,3712.3333333333,2111,26,1.2316437707,26,11,11,42.3076923077,11,0,0,0,11,0,2467,51,2.0672882043,50,49,49,96.0784313725,49,1,0,0,48,0,17696,71,0.4012206148,71,33,31,43.661971831,30,0,0,0,31,0,22274,148,0.6644518272,147,93,91,61.4864864865,90,1,0,0,90,0,oscillatory,Software tools,Non-library
WorldGuard,WorldGuard,git://github.com/sk89q/WorldGuard.git,323,47,40,294,11149,68,340,16,1738,25.5588235294,1491,8.5,71325,270,1,0.3703703704,1,1,1,100,1,0,0,0,0,0,347,3,0.8645533141,3,3,2,66.6666666667,2,0,0,0,1,0,2236,32,1.4311270125,32,25,19,59375,15,0,0,0,18,0,2853,36,1.261829653,36,29,22,61.1111111111,18,0,0,0,19,0,oscillatory,Application,Non-library
accumulo,accumulo,git://github.com/apache/accumulo.git,171,40,54,96,81697,18,2482,7,1416,78.6666666667,7579,45.962962963,871.3148148148,3790,1,0.0263852243,1,1,1,100,1,0,0,0,1,0,5218,62,1.1881947106,62,57,48,77.4193548387,45,15,1,0,25,3,38043,207,0.5441211261,207,123,115,55.5555555556,106,0,0,1,73,23,47051,270,0.5738454018,270,181,164,60.7407407407,152,15,1,1,99,26,oscillatory,System Software,Non-library
jmonkeyengine,jmonkeyengine,git://github.com/jMonkeyEngine/jmonkeyengine.git,678,149,42,212,657130,4,4235,4,1621,405.25,5160,100.8333333333,699.4523809524,4835,8,0.1654601861,8,8,8,100,8,0,0,0,8,1,2340,28,1.1965811966,23,18,14,50,14,0,0,0,6,0,22202,65,0.2927664174,58,42,39,60,39,0,0,0,29,9,29377,101,0.3438063791,89,68,61,60.396039604,61,0,0,0,43,10,stable,Software tools,Non-library
jdom,jdom,git://github.com/hunterhacker/jdom.git,154,23,5,53,52267,14,435,7,5376,384,1622,87,1050.6,206,0,0,0,0,0,0,0,0,0,0,0,0,393,9,2.2900763359,9,7,5,55.5555555556,2,2,0,0,2,2,4654,26,0.5586592179,26,19,16,61.5384615385,14,2,0,2,14,4,5253,35,0.6662859318,35,26,21,60,16,4,0,2,16,6,stable,Non-web libraries and frameworks,Library
github-api,github-api,git://github.com/kohsuke/github-api.git,200,33,52,162,7943,70,98,3,1945,27.7857142857,779,1.8846153846,29.0384615385,214,0,0,0,0,0,0,0,0,0,0,0,0,122,4,3.2786885246,0,4,4,100,4,0,0,0,4,0,1174,26,2.2146507666,4,22,14,53.8461538462,13,0,0,0,13,0,1510,30,1.9867549669,4,26,18,60,17,0,0,0,17,0,oscillatory,Non-web libraries and frameworks,Library
concourse,concourse,git://github.com/cinchapi/concourse.git,100,60,14,144,34193,16,756,14,972,60.75,2488,54,2216.2142857143,2387,0,0,0,0,0,0,0,0,0,0,0,0,2754,0,0,0,0,0,0,0,0,0,0,0,0,25886,10,0.0386309202,10,6,6,60,4,6,0,0,6,0,31027,10,0.0322299932,10,6,6,60,4,6,0,0,6,0,oscillatory,System Software,Non-library
jzmq,jzmq,git://github.com/zeromq/jzmq.git,416,55,62,284,2618,10,83,3,1901,190.1,574,1.3387096774,9.3225806452,58,4,6.8965517241,2,2,2,50,0,2,0,0,2,0,49,0,0,0,0,0,0,0,0,0,0,0,0,471,6,1.2738853503,2,6,4,66.6666666667,4,0,0,0,2,0,578,10,1.7301038062,4,8,6,60,4,2,0,0,4,0,increase,Software tools,Non-library
RichTextFX,RichTextFX,git://github.com/TomasMikula/RichTextFX.git,109,26,5,34,3026,18,76,2,685,38.0555555556,367,15.2,160.4,26,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,706,5,0.7082152975,5,3,3,60,3,0,0,0,3,0,802,5,0.6234413965,5,3,3,60,3,0,0,0,3,0,increase,Non-web libraries and frameworks,Library
nutch,nutch,git://github.com/apache/nutch.git,398,90,5,333,132682,41,850,23,3859,94.1219512195,2009,170,813,685,2,0.2919708029,2,0,0,0,0,0,0,0,0,0,506,2,0.395256917,2,2,2,100,2,0,0,0,1,0,2874,1,0.0347947112,1,1,1,100,1,0,0,0,1,0,4065,5,0.12300123,5,3,3,60,3,0,0,0,2,0,decrease,Application,Non-library
sqlite-jdbc,sqlite-jdbc,git://github.com/xerial/sqlite-jdbc.git,113,21,13,34,125131,16,117,18,2850,178125,680,9,134.9230769231,190,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,1463,5,0.3417634997,0,5,3,60,0,0,0,0,0,3,1754,5,0.2850627138,0,5,3,60,0,0,0,0,0,3,stable,Non-web libraries and frameworks,Library
stratosphere,stratosphere,git://github.com/stratosphere/stratosphere.git,186,37,41,87,109925,8,1927,16,1288,161,4521,47,416.512195122,1333,15,1.1252813203,15,0,0,0,0,0,0,0,0,0,2367,0,0,0,0,0,0,0,0,0,0,0,0,13377,32,0.2392165657,32,28,28,87.5,28,0,0,0,28,0,17077,47,0.2752239855,47,28,28,59.5744680851,28,0,0,0,28,0,increase,Non-web libraries and frameworks,Library
pad,pad,git://github.com/ether/pad.git,989,48,38,187,28012,3,1366,5,1242,414,900,35.9473684211,157.3684210526,1215,1,0.0823045267,0,1,0,0,0,0,0,0,0,0,334,4,1.1976047904,0,4,3,75,2,0,0,0,3,0,4431,83,1.8731663281,0,83,49,59.0361445783,37,3,0,0,33,12,5980,88,1.4715719064,0,88,52,59.0909090909,39,3,0,0,36,12,stable,Software tools,Non-library
mondrian,mondrian,git://github.com/pentaho/mondrian.git,300,113,42,273,332201,100,1418,47,4807,48.07,3655,33.7619047619,483.3333333333,1856,1,0.0538793103,0,1,1,100,1,0,0,0,1,0,1637,6,0.3665241295,3,6,5,83.3333333333,4,0,0,0,4,0,16807,37,0.2201463676,2,36,20,54.0540540541,19,0,0,0,15,0,20300,44,0.2167487685,5,43,26,59.0909090909,24,0,0,0,20,0,stable,Application,Non-library
osmosis,osmosis,git://github.com/openstreetmap/osmosis.git,172,21,23,65,17238,38,1013,2,3024,79.5789473684,1623,44.0434782609,260.7826086957,175,0,0,0,0,0,0,0,0,0,0,0,0,846,5,0.5910165485,5,5,5,100,5,0,0,0,0,0,4977,36,0.7233273056,20,19,19,52.7777777778,19,16,0,0,0,0,5998,41,0.6835611871,25,24,24,58.5365853659,24,16,0,0,0,0,oscillatory,System Software,Non-library
